SubBank	QuestionText	QuestionType	Choice1	Choice2	Choice3	Choice4	Choice5	Grade1	Grade2	Grade3	Grade4	Grade5
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
The patterns matched by LIKE can include two special-purpose characters called wildcards."	MCA	_(underscore)	.- ( hyphen)	%(percent sign)	* (asterisk)		0.5	0	0.5	0	
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
Comparisons involving nulls always yield NULL"	MCQ	TRUE	FALSE				1	0			
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
What are the true aspects of PLSQL?"	MCA	A package specification can exists without a package body	A package body appears without package specification	A package can be invoked by itself.	The Subprograms that are present inside a package cannot exists separately as database objects.		0.5	0	0	0.5	
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
Pick the valid constant declaration in PL/SQL"	MCQ	max_days_in_year CONSTANT INTEGER;	max_days_in_year CONSTANT INTEGER := 366;	CONSTANT max_days_in_year INTEGER := 366;	None of the listed option		0	1	0	0	
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
What will be the old and new value of a database column before  AFTER  and DELETE operation?"	MCQ	Value before change (:OLD) : Null Value After change (:NEW) : Null	Value before change (:OLD) : Value before delete Value After change (:NEW) : Null	Value before change (:OLD) : Null Value After change (:NEW) : Not Null	None of the above		0	1	0	0	
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
What are the restrictions of GO TO statements?"	MCA	A GOTO statement cannot transfer control into an IF statement, CASE statement, LOOP statement, or sub-block.	A GOTO statement can transfer control from one IF statement clause to another, or from one CASE statement WHEN clause to another.	A GOTO statement can transfer control into an exception handler.	A GOTO statement cannot transfer control out of a subprogram.		0.5	0	0	0.5	
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
What does an EXIT statement do in PLSQL?"	MCA	The EXIT statement forces a loop to complete unconditionally	When an EXIT statement is encountered, the loop completes immediately and control passes to the next statement	When an EXIT statement is encountered, the loop completes immediately and control passes to the end of the program	When an EXIT statement is encountered, the loop does not gets completed immediately and control passes to the end of the program		0.5	0.5	0	0	
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
You cannot assign nulls to a variable defined as NOT NULL. If you try, PL/SQL raises the predefined exception _________"	MCQ	STORAGE_ERROR	VALUE_ERROR	SELF_IS_NULL	PROGRAM_ERROR		0	1	0	0	
Oracle-Fundamental of PL/SQL-Comprehension	"Carefully read the question and answer accordingly.
Which of the following statement is TRUE
(i) Strong REF CURSOR types are less error prone
(ii) Weak REF CURSOR types are not flexible"	MCQ	(i)	(ii)	(i) & (ii)	None of the listed option		1	0	0	0	
Oracle-PL/SQL Subprograms and Triggers-Knowledge	"Carefully read the question and answer accordingly.
Which of the following logically related components can be grouped in a PL/SQL package ?"	MCA	PL/SQL types	exceptions	procedures	functions		0.25	0.25	0.25	0.25	
Oracle-PL/SQL Subprograms and Triggers-Knowledge	"Carefully read the question and answer accordingly.
A PL/SQL function can return more than one value from a function using PL/SQL record or PL/SQL table"	MCQ	TRUE	FALSE				1	0			
Oracle-PL/SQL Subprograms and Triggers-Knowledge	"Carefully read the question and answer accordingly.
User-defined PL/SQL functions can be used in"	MCA	The SELECT list or clause of a query	Conditional expressions of the WHERE and HAVING clauses	The VALUES clause of the INSERT statement	The SET clause of the UPDATE statement		0.25	0.25	0.25	0.25	
Oracle-PL/SQL Subprograms and Triggers-Knowledge	"Carefully read the question and answer accordingly.
which parameter passing mode  passes a value from the calling environment to the procedure and a possibly different value from the procedure back to the calling environment using the same parameter ?"	MCQ	IN	OUT	IN OUT	None of the listed option		0	0	1	0	
Oracle-PL/SQL Subprograms and Triggers-Knowledge	"Carefully read the question and answer accordingly.
Which of the following sections can be present in an anonymous PL/SQL block?"	MCQ	Declaration	Executable	Exception	All Listed options		0	0	0	1	
Oracle-PL/SQL Subprograms and Triggers-Knowledge	"Carefully read the question and answer accordingly.
Which code can you use to ensure that the salary is not increased by more than 10% at a time nor is it ever decreased?"	MCQ	ALTER TABLE emp ADD CONSTRAINT ck_sal CHECK (sal BETWEEN sal AND sal*1.1);	CREATE OR REPLACE TRIGGER check_sal BEFORE UPDATE OF sal ON emp FOR EACH ROW WHEN (new.sal < old.sal OR new.sal > old.sal * 1.1) BEGIN RAISE_APPLICATION_ERROR ( - 20508, ‘Do not decrease salary not increase by more than 10%’); END;	CREATE OR REPLACE TRIGGER check_sal BEFORE UPDATE OF sal ON emp WHEN (new.sal < old.sal OR new.sal > old.sal * 1.1) BEGIN RAISE_APPLICATION_ERROR ( - 20508, ‘Do not decrease salary not increase by more than 10%’); END;	CREATE OR REPLACE TRIGGER check_sal AFTER UPDATE OR sal ON emp WHEN (new.sal < old.sal OR -new.sal > old.sal * 1.1) BEGIN RAISE_APPLICATION_ERROR ( - 20508, ‘Do not decrease salary not increase by more than 10%’); END;	None of the listed options	0	1	0	0	0
Oracle-PL/SQL Subprograms and Triggers-Knowledge	"Carefully read the question and answer accordingly.
what is the result when we attempt to change the value of an IN parameter ?"	MCQ	run time exception	compile-time error	no error	None of the listed option		0	1	0	0	
Oracle-PL/SQL Subprograms and Triggers-Knowledge	"Carefully read the question and answer accordingly.
CREATE OR REPLACE FUNCTION dml_call_sql(sal NUMBER)
RETURN NUMBER IS
BEGIN
INSERT INTO employees(employee_id, last_name,
email, hire_date, job_id, salary)
VALUES(1, 'Frost', 'jfrost@company.com',
SYSDATE, 'SA_MAN', sal);
RETURN (sal + 100);
END;
The above user defined PL/SQL function is called from the below UPDATE query. What is your prediction about the OUTPUT ?
UPDATE employees
SET salary = dml_call_sql(2000)
WHERE employee_id = 170;"	MCQ	UPDATE will happen	throws EXCEPTION	result in mutating table error	None of the listed option		0	0	1	0	
Oracle-PL/SQL Subprograms and Triggers-Knowledge	"Carefully read the question and answer accordingly.
A package specification can exist without a package body; that is, when the package specification does not declare subprograms a body is not required"	MCQ	TRUE	FALSE				1	0			
Oracle-PL/SQL Subprograms and Triggers-Knowledge	"Carefully read the question and answer accordingly.
There exists a procedure called add_dept with two parameters. The procedure is called as shown below 
     EXECUTE add_dept ('ADVERTISING', loc => 1200)
What type of parameter-passing is this ?"	MCQ	positional	named	combined(positional and named)	None of the listed option		0	0	1	0	
Oracle-PL/SQL Subprograms and Triggers-Knowledge	"Carefully read the question and answer accordingly.
All the named parameters should precede the positional parameters in a subprogram call."	MCQ	TRUE	FALSE				0	1			
Oracle-PL/SQL Subprograms and Triggers-Knowledge	"Carefully read the question and answer accordingly.
 You need to create a trigger on the EMP table that monitors every row that is changed and places this information into the AUDIT_TABLE.
What type of trigger do you create?"	MCQ	FOR EACH ROW trigger on the EMP table.	Statement-level trigger on the EMP table.	FOR EACH ROW trigger on the AUDIT_TABLE table.	Statement-level trigger on the AUDIT_TABLE table.	FOR EACH ROW statement-level trigger on the EMP table.	1	0	0	0	0
Oracle-PL/SQL Subprograms and Triggers-Knowledge	"Carefully read the question and answer accordingly.
Which two statements about packages are true? 
1.Packages can be nested.
2.You can pass parameters to packages.
3.A package is loaded into memory each time it is invoked.
4.The contents of packages can be shared by many applications.
5. You can achieve information hiding by making package constructs private."	MCQ	1&2	1&5	2&3	1&4	4&5	0	0	0	0	1
Oracle-PL/SQL Subprograms and Triggers-Knowledge	"Carefully read the question and answer accordingly.
Under which two circumstances do you design database triggers? 
1.To duplicate the functionality of other triggers. 
2. To replicate built-in constraints in the Oracle server such as primary key and foreign key.
3.To guarantee that when a specific operation is performed, related actions are performed
4.For centralized, global operations that should be fired for the triggering statement, regardless of which user or application issues the statement."	MCQ	1&2	1&4	2&3	3&4	2&4	0	0	0	1	0
Oracle-PL/SQL Subprograms and Triggers-Knowledge	"Carefully read the question and answer accordingly.
The functions used in SQL statements should not 
use OUT or IN OUT mode parameters"	MCQ	TRUE	FALSE				1	0			
Oracle-PL/SQL Subprograms and Triggers-Knowledge	"Carefully read the question and answer accordingly.
Consider the following code segment :
DECLARE
      TYPE first_rectype IS RECORD (
         var1 VARCHAR2(100) := 'Hello World');
      first_rec first_rectype;
      TYPE second_rectype IS RECORD
         (nested_rec first_rectype := first_rec);
      second_rec second_rectype;
Begin
 // ----line1
End
Which of the following statement can be fitted at ----line1?"	MCQ	dbms_output.put_line(second_rec);	dbms_output.put_line(second_rec.var1);	dbms_output.put_line(second_rec.first_rec.var1);	dbms_output.put_line(second_rec.nested_rec.var1);	dbms_output.put_line(second_rec.nested_rec.first_rec.var1);	0	0	0	1	0
Oracle-PL/SQL Subprograms and Triggers-Knowledge	"Carefully read the question and answer accordingly.
What part of a database trigger determines the number of times the trigger body executes?"	MCQ	Trigger type	Trigger body	Trigger event	Trigger timing	None of the listed options	1	0	0	0	0
Oracle-PL/SQL Subprograms and Triggers-Knowledge	"Carefully read the question and answer accordingly.
For the parameters of the PL/SQL procedures, which cannot be specified ?"	MCA	length of the parameter	precision of the parameter	datatype of the parameter	optional value for the parameter		0.5	0.5	0	0	
Oracle-PL/SQL Subprograms and Triggers-Knowledge	"Carefully read the question and answer accordingly.
Pick the VALID statement about PL/SQL procedure ?"	MCQ	PL/SQL procedure Can contain a RETURN statement without a value	PL/SQL procedure cannot contain RETURN statement without a value	PL/SQL procedure Can contain a RETURN statement with a single value	RETURN statement Not allowed in PL/SQL procedure		1	0	0	0	
